company,year,award_category,industry_category,industry,country,state_province,certification_status,b_corp_profile
Blue Ocean Office Supplies & Solutions,2018,Community,Consumer Products & Services,Electronics,Canada,Ontario,Certified,https://bcorporation.net/directory/blue-ocean-office-supplies-solutions
Divine Chocolate Ltd,2018,Community,Consumer Products & Services,Food & Beverage,United Kingdom,,Certified,https://bcorporation.net/directory/divine-chocolate-ltd
Megan A. James Photography,2018,Community,Consumer Products & Services,Fine Arts,United States,Oregon,Certified,https://bcorporation.net/directory/megan-a-james-photography
Kester Black,2018,Community,Consumer Products & Services,Home & Personal Care,Australia,Victoria,Certified,https://bcorporation.net/directory/kester-black
h�s?g,2018,Community,Consumer Products & Services,"Apparel, Footwear & Accessories",Peru,Lima,Certified,https://bcorporation.net/directory/h�s_g
Lyv Life Inc.,2018,Community,Consumer Products & Services,Home & Personal Care,United States,California,Certified,https://bcorporation.net/directory/lyv-life-inc
"Merge4 Mfg, Inc",2018,Community; Governance,Consumer Products & Services,"Apparel, Footwear & Accessories",United States,California,Certified,https://bcorporation.net/directory/merge4-mfg-inc
Seal The Seasons,2018,Community,Consumer Products & Services,Food & Beverage,United States,North Carolina,Certified,https://bcorporation.net/directory/seal-the-seasons
Mandala Naturals,2018,Community,Consumer Products & Services,Food & Beverage,United States,North Carolina,Certified,https://bcorporation.net/directory/mandala-naturals
"Come True Social Enterprise Co., Ltd.",2018,Community,Consumer Products & Services,Food & Beverage,Taiwan,Taichung,Certified,https://bcorporation.net/directory/come-true-social-enterprise-co-ltd
"GenerationHope, Inc.",2018,Community,Consumer Products & Services,Food & Beverage,Philippines,Metro Manila,Certified,https://bcorporation.net/directory/generationhope-inc
Jelt,2018,Community,Consumer Products & Services,"Apparel, Footwear & Accessories",United States,Montana,Certified,https://bcorporation.net/directory/jelt
AMS Fulfillment,2018,Community,Consumer Products & Services,"Apparel, Footwear & Accessories",United States,California,Certified,https://bcorporation.net/directory/ams-fulfillment
Bettr Barista,2018,Community,Education & Training Services,Education & Training Services,Singapore,Singapore,Certified,https://bcorporation.net/directory/bettr-barista
WeBuild,2018,Community,Education & Training Services,Education & Training Services,Canada,Ontario,Certified,https://bcorporation.net/directory/webuild-0
Genashtim Innovative Learning Pte Ltd,2018,Community,Education & Training Services,Education & Training Services,Singapore,Singapore,Certified,https://bcorporation.net/directory/genashtim-innovative-learning-pte-ltd
Bodhi Surf + Yoga,2018,Community,"Restaurant, Hospitality & Travel",Travel & Leisure,Costa Rica,Puntarenas,Certified,https://bcorporation.net/directory/bodhi-surf-yoga
Better Way Designs,2018,Community,Retail,Other,United States,Michigan,Certified,https://bcorporation.net/directory/better-way-designs
Public - Supply,2018,Community,Retail,Online Marketplace,United States,New York,Certified,https://bcorporation.net/directory/public-supply
Keap,2018,Community,Retail,Other,United States,New York,Certified,https://bcorporation.net/directory/keap
Rockridge Venture Law,2018,Community,Legal Services,Legal,United States,Tennessee,Certified,https://bcorporation.net/directory/ridgeline-venture-law
Stay True Clothing,2018,Community; Environment; Changemakers,Consumer Products & Services,"Apparel, Footwear & Accessories",Argentina,Buenos Aires,Certified,https://bcorporation.net/directory/stay-true-clothing
ALL GREEN RECYCLING INC.,2018,Environment,Energy & Environmental Services,Recycling Services & Waste Management,United States,North Carolina,Certified,https://bcorporation.net/directory/all-green-recycling-inc
"Facilities Management Services, Inc.",2018,Community; Governance,Business Products & Services,"Facilities, Grounds & Maintenance",United States,Kentucky,Certified,https://bcorporation.net/directory/facilities-management-services-inc
"3P Partners, Inc.",2018,Community; Governance,Consumer Products & Services,Consumer Rewards,United States,New York,Certified,https://bcorporation.net/directory/3p-partners-inc
Cotopaxi,2018,Governance,Consumer Products & Services,"Apparel, Footwear & Accessories",United States,Utah,Certified,https://bcorporation.net/directory/cotopaxi
Grupo GAIA,2018,Community; Governance,Financial Services,Other,Brazil,Sao Paulo,Certified,https://bcorporation.net/directory/grupo-gaia
Wanderwell,2018,Community; Governance,Financial Services,Insurance,United States,Oregon,Certified,https://bcorporation.net/directory/wanderwell
Global Prairie,2018,Workers,Business Products & Services,Marketing & Communications Services,United States,Missouri,Certified,https://bcorporation.net/directory/global-prairie
Metis Consulting Group,2018,Community; Workers,Business Products & Services,IT Software & Services/Web Design,United States,New York,Certified,https://bcorporation.net/directory/metis-consulting-group
Programa Vivenda,2018,Customers,Building,Contractors & Builders,Brazil,Sao Paulo,Certified,https://bcorporation.net/directory/programa-vivenda
People's Architecture Office,2018,Customers,Building,Architecture/Design/Planning,China,Beijing,Certified,https://bcorporation.net/directory/peoples-architecture-office
Shifting Patterns Consulting,2018,Customers,Business Products & Services,Nonprofit Consulting & Fundraising,United States,District of Columbia,Certified,https://bcorporation.net/directory/shifting-patterns-consulting
Gulliver,2018,Changemakers,Business Products & Services,Management and Financial Consulting,Chile,Region Metropolitana,Certified,https://bcorporation.net/directory/gulliver
"MaineWorks, LLC",2018,Customers,Business Products & Services,HR Consulting & Recruiting,United States,Maine,Certified,https://bcorporation.net/directory/maineworks-llc
InspiraFarms,2018,Customers,Business Products & Services,Machinery & Equipment,United Kingdom,London,Certified,https://bcorporation.net/directory/inspirafarms
"aWhere, Inc.",2018,Customers,Business Products & Services,IT Software & Services/Web Design,United States,Colorado,Certified,https://bcorporation.net/directory/awhere-inc
Out Leadership,2018,Customers,Business Products & Services,Other,United States,New York,Certified,https://bcorporation.net/directory/out-leadership
i=Change,2018,Customers,Business Products & Services,Marketing & Communications Services,Australia,Victoria,Certified,https://bcorporation.net/directory/ichange
Vital Consult,2018,Customers,Business Products & Services,Nonprofit Consulting & Fundraising,Australia,South Australia,Certified,https://bcorporation.net/directory/vital-consult
Zoona,2018,Customers,Business Products & Services,Merchant Services,South Africa,Western Cape,Certified,https://bcorporation.net/directory/zoona
Benefacto,2018,Customers,Business Products & Services,Employee Benefits,United Kingdom,London,Certified,https://bcorporation.net/directory/benefacto
Odyssey Labs LTD,2018,Customers,Business Products & Services,Machinery & Equipment,United Kingdom,London,Certified,https://bcorporation.net/directory/odyssey-labs-ltd
APP Chile,2018,Customers,Business Products & Services,Sustainability Consulting,Chile,Los Rios,Certified,https://bcorporation.net/directory/app-chile
Inspired Adventures,2018,Customers,Business Products & Services,Nonprofit Consulting & Fundraising,Australia,New South Wales,Certified,https://bcorporation.net/directory/inspired-adventures
Pearl Consulting,2018,Customers,Business Products & Services,Management and Financial Consulting,Singapore,See Hoy Chan Hub,Certified,https://bcorporation.net/directory/pearl-consulting
Stone Soup Consulting,2018,Customers,Business Products & Services,Nonprofit Consulting & Fundraising,Portugal,Lisbon Metropolitan Area,Certified,https://bcorporation.net/directory/stone-soup-consulting
"Geneva Global, Inc.",2018,Customers,Business Products & Services,Nonprofit Consulting & Fundraising,United States,Pennsylvania,Certified,https://bcorporation.net/directory/geneva-global-inc
BAU Accesibilidad,2018,Customers,Business Products & Services,Research & Design,Chile,Santiago,Certified,https://bcorporation.net/directory/bau-accesibilidad
Kaya Impacto,2018,Customers,Business Products & Services,Management and Financial Consulting,Mexico,CDMX,Certified,https://bcorporation.net/directory/kaya-impacto
Nodo Chile,2018,Customers,Business Products & Services,Management and Financial Consulting,Chile,X regi�n Los Lagos,Certified,https://bcorporation.net/directory/nodo-chile
Halcyon Consulting Group,2018,Customers,Business Products & Services,Management and Financial Consulting,Canada,Ontario,Certified,https://bcorporation.net/directory/halcyon-consulting-group
Banqer,2018,Customers,Business Products & Services,IT Software & Services/Web Design,New Zealand,Canterbury,Certified,https://bcorporation.net/directory/banqer
Revolution Foods,2018,Customers,Consumer Products & Services,Food & Beverage,United States,California,Certified,https://bcorporation.net/directory/revolution-foods
Down to Earth Market,2018,Customers,Consumer Products & Services,Food & Beverage,United States,New York,Certified,https://bcorporation.net/directory/down-to-earth-market
Criando Consultoria,2018,Customers,Consumer Products & Services,Home & Personal Care,Brazil,Sao Paulo,Certified,https://bcorporation.net/directory/criando-consultoria
Hirepurpose,2018,Customers,Consumer Products & Services,Other,United States,New York,Certified,https://bcorporation.net/directory/hirepurpose
Unforgettable,2018,Customers,Consumer Products & Services,Home & Personal Care,United Kingdom,London,Certified,https://bcorporation.net/directory/unforgettable
Visualfy,2018,Customers,Consumer Products & Services,Electronics,Spain,Valencia,Certified,https://bcorporation.net/directory/visualfy
"AltSchool, PBC",2018,Customers,Education & Training Services,Education & Training Services,United States,California,Certified,https://bcorporation.net/directory/altschool-pbc
Emzingo,2018,Customers,Education & Training Services,Education & Training Services,United States,Massachusetts,Certified,https://bcorporation.net/directory/emzingo
Ingeus UK Ltd,2018,Overall; Customers,Education & Training Services,Other,United Kingdom,London,Certified,https://bcorporation.net/directory/ingeus-uk-ltd
Limited Resource Teacher Training,2018,Customers,Education & Training Services,Education & Training Services,United Kingdom,Cambridgeshire,Certified,https://bcorporation.net/directory/limited-resource-teacher-training
Maths Pathway,2018,Customers,Education & Training Services,Education & Training Services,Australia,Victoria,Certified,https://bcorporation.net/directory/maths-pathway
CSMlearn,2018,Customers,Education & Training Services,Education & Training Services,United States,Colorado,Certified,https://bcorporation.net/directory/csmlearn
The Key - Prosperar na Nova Economia,2018,Customers,Education & Training Services,Education & Training Services,Brazil,Sao Paulo,Certified,https://bcorporation.net/directory/the-key-prosperar-na-nova-economia
Guild Education,2018,Customers,Education & Training Services,Education & Training Services,United States,Colorado,Certified,https://bcorporation.net/directory/guild-education-inc
